x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-83.17238881672075,110.65380758085658,188.85832912711962,0.09401440620422363,Fail,,,,,,
-86.0169204962504,57.75100163065716,182.26005897388862,0.09981179237365723,Fail,,,,,,
-55.267129595267946,77.87833473436334,107.93728619795773,0.10014128684997559,Fail,,,,,,
-69.98424077468212,84.71807958740456,191.874609705029,0.09962010383605957,Fail,,,,,,
-111.23959152670241,85.65341612302959,95.85422930056944,0.10019683837890625,Fail,,,,,,
-90.33504957437778,105.60169411447359,159.89376754993415,0.10027289390563965,Fail,,,,,,
-41.48657039283452,68.70449711364407,231.6832684173708,0.10039925575256348,Fail,,,,,,
-41.86192798072065,48.375158063421765,112.56215912274186,0.10010719299316406,Fail,,,,,,
-114.05155091682298,71.64431301266518,139.16371891739612,0.10043907165527344,Fail,,,,,,
-87.87639748086707,42.40732911419586,109.48545939506789,0.10010623931884766,Fail,,,,,,
